Car_Name,Review,comfort,economy,familiarity,like,looks,model,overall,performance,purchase_condition,review_date,total_likes,user_name,value_for_money
Tata Harrier,,5,4,Have driven for a few hundred kilometres,2,5,XZ,5,5,New,2019-01-25,2,TUSHARKUMAR PARMAR ,5
Tata Harrier,,5,5,Have driven for a few hundred kilometres,2,5,XE,5,5,New,2019-02-05,2,Devendra Sharma,5
Tata Harrier,,4,3,Haven't driven it,1,5,XE,3,4,Not Purchased,2019-01-27,1,Manish Kedari,3
Tata Harrier,,4,3,Have done a short test-drive once,1,4,XZ,3,4,New,2019-01-30,2,Saikumar,4
Tata Harrier,,3,2,Haven't driven it,1,4,XE,2,3,Not Purchased,2019-01-27,1,Pawandeep,2
Tata Harrier,,5,4,It's my mate since ages,1,5,XE,4,4,Not Purchased,2019-01-28,1,Sajan,5
Tata Harrier,,5,5,It's my mate since ages,1,5,XZ,5,5,Not Purchased,2019-01-26,1,Narasimhan,5
Tata Harrier,,5,5,Have driven for a few hundred kilometres,0,5,XE,4,5,New,2019-01-27,0,Hero Ahir,4
Tata Harrier,,5,5,Have done a short test-drive once,0,5,XM,5,5,Not Purchased,2019-02-19,0,Abhijeet Kadam ,5
Tata Harrier,,4,5,Haven't driven it,0,5,XE,4,5,New,2019-01-24,0,Krishna Birajdar,5
Tata Harrier,,4,5,Haven't driven it,0,5,XE,4,5,New,2019-01-24,0,Krishna Birajdar,5
Tata Harrier,,5,5,Haven't driven it,0,5,XZ,5,5,Not Purchased,2019-01-29,0,Sunny,5
Tata Harrier,,5,4,Have driven a few thousands kilometres,0,4,XT,5,5,Used,2019-02-21,0,Rohit nishad,4
Tata Harrier,,4,4,Haven't driven it,0,4,XT,4,5,Not Purchased,2019-01-24,0,Lokendra Singh,4
Tata Harrier,,5,5,Have driven for a few hundred kilometres,0,5,XZ,5,5,New,2019-02-10,0,Jayant,5
Tata Harrier,,5,5,It's my mate since ages,0,5,XZ,5,5,New,2019-01-27,0,Sanjeev Purri,5
Tata Harrier,,5,5,Have driven for a few hundred kilometres,0,5,XE,5,5,New,2019-02-01,0,Pratham yadav,5
Tata Harrier,,5,5,Haven't driven it,0,5,XE,5,5,Not Purchased,2019-01-23,0,dharma,5
Tata Harrier,,5,5,Have done a short test-drive once,0,5,XE,5,5,Not Purchased,2019-02-12,0,Raghav Bindal,5
Tata Harrier,,5,3,Haven't driven it,0,5,XE,5,4,Not Purchased,2019-01-30,0,Yashas,5
Tata Harrier,,5,5,Have done a short test-drive once,0,4,XZ,5,5,Not Purchased,2019-01-23,0,Anindya,5
Tata Harrier,,5,3,Haven't driven it,0,5,XT,5,4,Not Purchased,2019-02-01,0,Prayag Vansjaliya,5
Tata Harrier,,4,3,Have done a short test-drive once,0,5,XZ,5,5,Not Purchased,2019-01-25,0,Akash kumar,4
Tata Harrier,,5,4,Have done a short test-drive once,0,5,XZ,4,5,Not Purchased,2019-01-30,0,adeep,4
Tata Harrier,,5,5,Have driven a few thousands kilometres,0,5,XZ,4,4,New,2019-02-14,0,Narendra jat,5
Tata Harrier,,5,5,Haven't driven it,0,5,XZ,5,5,Not Purchased,2019-02-03,0,Nithin suresh,5
Tata Harrier,,5,3,Haven't driven it,0,5,XZ,4,3,Not Purchased,2019-01-23,1,Nitin,4
Tata Harrier,,5,5,Haven't driven it,0,5,XZ,5,5,Not Purchased,2019-01-27,0,DHANANJAY SINGH,4
Tata Harrier,,5,5,Have driven a few thousands kilometres,0,5,XZ,5,5,New,2019-02-16,0,Chetan Jamariya,5
Tata Harrier,,4,3,Have driven for a few hundred kilometres,0,5,XM,4,4,New,2019-01-26,0,Eshan Namdeo,4
Tata Harrier,,4,3,Have done a short test-drive once,0,5,XZ,5,4,Used,2019-01-31,0,Rashid ch,5
Tata Harrier,,5,3,Have driven for a few hundred kilometres,0,5,XZ,5,4,New,2019-01-23,0,manoj reddy,5
Tata Harrier,,5,4,Have done a short test-drive once,0,5,XZ,4,4,New,2019-01-28,0,Bharath Shivu,5
Tata Harrier,,5,5,Have driven for a few hundred kilometres,0,4,XM,5,5,New,2019-02-04,0,Unknown,5
Tata Harrier,,5,4,Haven't driven it,0,5,XZ,4,5,Not Purchased,2019-01-26,0,Prajith ,5
Tata Harrier,,5,5,Have done a short test-drive once,0,5,XZ,5,5,New,2019-01-31,0,Harpreet,5
Tata Harrier,,5,5,Haven't driven it,0,5,XE,5,5,Not Purchased,2019-02-17,0,Sandeep,5
Tata Harrier,,5,5,Haven't driven it,0,5,XZ,5,5,Not Purchased,2019-02-04,0,Mohammad Meeran,5
Tata Harrier,,5,3,Haven't driven it,0,5,XZ,5,4,Not Purchased,2019-01-23,0,Ishmit,5
Tata Harrier,,5,4,Have driven a few thousands kilometres,0,5,XZ,4,4,New,2019-02-18,0,Mohit Pandey,5
Tata Harrier,,5,4,Have driven a few thousands kilometres,0,5,XZ,4,4,New,2019-02-18,0,Mohit Pandey,5
Tata Harrier,,4,3,Haven't driven it,0,4,XE,4,4,Not Purchased,2019-01-23,0,Rajashekar,3
Tata Harrier,,5,4,Have driven for a few hundred kilometres,0,5,XM,4,4,New,2019-01-28,0,Nandakumar v,5
Tata Harrier,,4,3,Haven't driven it,0,4,XE,4,4,Not Purchased,2019-01-26,0,Krishna Sultaniya,3
Tata Harrier,,4,4,Have driven for a few hundred kilometres,0,4,XZ,5,4,New,2019-02-19,0,Paramasiva,5
Tata Harrier,,5,4,Haven't driven it,0,4,XZ,4,4,Not Purchased,2019-01-29,0,Eldhose reji,5
Tata Harrier,,5,4,Haven't driven it,0,5,XZ,5,5,Not Purchased,2019-02-06,0,Loveneet,4
Tata Harrier,,4,3,Have done a short test-drive once,0,4,XT,4,3,Not Purchased,2019-01-24,0,shubham,3
Tata Harrier,,4,4,Have done a short test-drive once,0,5,XT,4,5,New,2019-01-27,0,Harish sharma,5
Tata Harrier,,5,5,Have driven for a few hundred kilometres,0,5,XZ,5,5,Used,2019-02-20,0,Mukul kumar,5
Tata Harrier,,4,3,Haven't driven it,0,5,XM,4,4,Not Purchased,2019-01-24,0,Varzu,5
Tata Harrier,,5,4,Have driven for a few hundred kilometres,0,5,XZ,5,5,New,2019-01-29,0,DILLIP KUMAR MOHAPATRA,3
Tata Harrier,,3,3,Have done a short test-drive once,0,5,XZ,4,3,Not Purchased,2019-02-09,0,Davis daniel,4
Tata Harrier,,5,5,Haven't driven it,0,5,XZ,4,4,Not Purchased,2019-01-27,0,Guddu Tiwari ,5
Tata Harrier,,5,5,Haven't driven it,0,5,XM,5,5,Not Purchased,2019-01-24,0,Vijaysinh Mori,5
Tata Harrier,,5,4,Have driven for a few hundred kilometres,0,5,XE,5,5,Not Purchased,2019-01-30,0,Himanshu Gupta,5
Tata Harrier,,5,4,Have done a short test-drive once,0,5,XZ,5,5,Not Purchased,2019-02-10,0,Tarun Kumar,5
Tata Harrier,,5,4,Have driven for a few hundred kilometres,0,4,XE,5,4,Not Purchased,2019-01-27,0,Sujeer,5
Tata Harrier,,5,5,It's my mate since ages,0,5,XE,5,5,New,2019-02-01,0,Rishabh Chaudhary,5
Tata Harrier,,5,5,Have done a short test-drive once,0,5,XM,5,5,New,2019-01-23,0,Rajkumar,5
Tata Harrier,,5,4,Have done a short test-drive once,0,5,XZ,4,5,Not Purchased,2019-02-14,0,Tejas Patel ,4
Tata Harrier,,4,4,Haven't driven it,0,4,XE,3,4,Not Purchased,2019-01-25,0,Yogesh Bhatt,3
Tata Harrier,,5,5,Have done a short test-drive once,0,5,XE,5,5,New,2019-01-30,0,Shiv Sharma,5
Tata Harrier,,5,5,Haven't driven it,0,5,XE,5,5,Not Purchased,2019-01-23,0,PriThvi Raj Kapoor,5
Tata Harrier,,4,3,Have done a short test-drive once,0,4,XZ,5,5,Not Purchased,2019-01-27,0,Gaurav Bhagat ,4
Tata Harrier,,4,4,Have done a short test-drive once,0,3,XZ,4,3,Not Purchased,2019-02-03,0,Dr Lalit goyal,4
Tata Harrier,,5,5,Have done a short test-drive once,0,5,XE,5,5,Not Purchased,2019-01-30,0,Shlok,5
Tata Harrier,,4,4,Haven't driven it,0,5,XE,4,4,Not Purchased,2019-02-15,0,Parag,5
Tata Harrier,,5,4,Have driven for a few hundred kilometres,0,4,XZ,5,5,New,2019-01-23,0,rajveer,4
Tata Harrier,,5,5,Have done a short test-drive once,0,4,XT,4,5,New,2019-01-27,0,Sagar,5
Tata Harrier,,5,5,Have done a short test-drive once,0,4,XT,4,5,New,2019-01-27,0,Sagar,5
Tata Harrier,,5,5,Have done a short test-drive once,0,5,XZ,5,4,Not Purchased,2019-02-16,0,Kumar S,5
Tata Harrier,,5,5,Have done a short test-drive once,0,5,XZ,5,5,Not Purchased,2019-01-26,0,Udai Kalra,5
Tata Harrier,,5,5,Have driven for a few hundred kilometres,0,5,XZ,5,5,New,2019-01-31,0,Mohd shapi,5
Tata Harrier,,4,4,Have driven a few thousands kilometres,0,4,XZ,4,4,New,2019-01-23,0,Sunil,4
Tata Harrier,,5,4,Haven't driven it,0,5,XZ,5,5,Not Purchased,2019-01-28,0,Hemanth Kumar,4
Tata Harrier,,5,5,Have done a short test-drive once,0,5,XZ,5,5,New,2019-02-04,0,Ankit sharma,5
Tata Harrier,,5,4,Haven't driven it,0,3,XZ,4,4,Not Purchased,2019-01-26,0,muhammed faris alungal,4
Tata Harrier,,5,5,Have driven a few thousands kilometres,0,5,XT,5,5,New,2019-02-18,0,Sourav dogra ,5
Tata Harrier,,2,2,Have done a short test-drive once,0,3,XZ,3,2,Used,2019-01-28,0,Sri,4
Tata Harrier,,2,2,Have done a short test-drive once,0,3,XZ,3,2,Used,2019-01-28,0,Sri,4
Tata Harrier,,5,5,Have driven a few thousands kilometres,0,5,XZ,5,5,New,2019-02-05,0,Nitesh meena,5
Tata Harrier,,5,5,Have driven for a few hundred kilometres,0,5,XM,5,5,New,2019-02-19,0,aman sharma ,5
Tata Harrier,,4,5,Haven't driven it,0,4,XE,4,5,Not Purchased,2019-01-26,0,Syed Mahamood,4
Tata Harrier,,5,4,Have driven for a few hundred kilometres,0,4,XZ,5,5,New,2019-02-06,0,Patel Gr,5
Tata Harrier,,5,5,Have driven for a few hundred kilometres,0,5,XZ,5,5,New,2019-01-24,0,ashutosh tripathi,5
Tata Harrier,,5,4,Have driven a few thousands kilometres,0,5,XE,4,5,New,2019-01-29,0,Nishant Singh Rathod,4
Tata Nexon,,5,5,Not Mentioned,9,5,Not Mentioned,5,5,Not Mentioned,2017-09-28,11,Ridhika Sehgal,5
Tata Nexon,,5,4,Not Mentioned,8,5,Not Mentioned,4,5,Not Mentioned,2017-12-31,8,Vivek,4
Tata Nexon,,5,3,Have driven a few thousands kilometresFuel Economy:12 kpl,6,5,XT,4,4,New,2018-04-21,9,sandesh s gadre,5
Tata Nexon,,2,4,Not Mentioned,6,5,Not Mentioned,4,5,Not Mentioned,2017-10-11,15,Sri.Blr,5
Tata Nexon,,5,3,Not Mentioned,4,4,Not Mentioned,4,4,Not Mentioned,2017-12-10,4,Santosh Mishra,5
Tata Nexon,,1,1,Have driven a few thousands kilometres,4,1,XMA Petrol,1,1,New,2018-11-22,4,Sarath,1
Tata Nexon,,4,4,Have done a short test-drive onceFuel Economy:19.6000003814697 kpl,4,4,XM Diesel,4,5,New,2017-11-27,4,Ravi Gautam,5
Tata Nexon,,5,5,Not Mentioned,4,5,Not Mentioned,5,5,Not Mentioned,2017-09-23,6,Pramod kumar meena,5
Tata Nexon,,5,4,Not Mentioned,3,5,Not Mentioned,5,5,Not Mentioned,2018-03-17,4,Mohit,5
Tata Nexon,,5,5,Not Mentioned,3,5,Not Mentioned,5,5,Not Mentioned,2017-12-11,3,Jagmeet Singh,5
Tata Nexon,,4,3,Not Mentioned,25,4,Not Mentioned,2,1,Not Mentioned,2018-03-08,26,Subodh Gulati,2
Tata Nexon,,5,4,Have driven a few thousands kilometresFuel Economy:20 kpl,2,4,XZ Diesel,3,2,New,2018-06-09,2,r,3
Tata Nexon,,3,4,Have driven for a few hundred kilometres,2,4,XM,3,4,Not Purchased,2018-11-20,2,Shashi katale,2
Tata Nexon,,3,1,Have driven a few thousands kilometresFuel Economy:7.26000022888184 kpl,2,3,XT,2,1,New,2018-08-08,5,Biswaroop Deb,3
Tata Nexon,,4,4,Not Mentioned,2,4,Not Mentioned,3,4,Not Mentioned,2017-10-09,2,Satish Rai,4
Tata Nexon,,5,4,Have driven a few thousands kilometresFuel Economy:17 kpl,2,5,XM Diesel,4,2,New,2018-03-13,2,ganesh b,4
Tata Nexon,,5,5,Have driven for a few hundred kilometresFuel Economy:23.3999996185303 kpl,2,5,XZ Plus Diesel,5,5,New,2017-11-30,2,JayBhardwaj23,5
Tata Nexon,,4,3,Not Mentioned,2,5,Not Mentioned,5,4,Not Mentioned,2017-09-24,2,G. S. Chauhan,5
Tata Nexon,,3,4,Have done a short test-drive once,2,5,XZ Plus Diesel Dual Tone,4,4,Not Purchased,2017-10-12,2,Rohitt,4
Tata Nexon,,5,4,Have driven for a few hundred kilometresFuel Economy:12 kpl,2,5,XZ Plus Dual Tone,4,5,New,2018-01-01,2,GURUPADA DAS,5
Tata Nexon,,5,5,Not Mentioned,2,5,Not Mentioned,5,5,Not Mentioned,2018-01-26,2,Pintu yadav,5
Tata Nexon,,4,3,Not Mentioned,19,4,Not Mentioned,2,2,Not Mentioned,2018-01-15,30,Manish pithwa,1
Tata Nexon,,4,3,Have driven for a few hundred kilometresFuel Economy:15 kpl,15,5,XM,4,5,New,2017-10-10,16,Sudarson Narayanan,5
Tata Nexon,,5,1,Have driven a few thousands kilometres,15,5,XZA Plus Diesel,2,1,New,2018-05-28,19,nexonisoff,1
Tata Nexon,,5,5,Not Mentioned,10,5,Not Mentioned,5,5,Not Mentioned,2017-09-21,11,Vishal Vidhani,5
Tata Nexon,,4,3,Have driven for a few hundred kilometresFuel Economy:18 kpl,10,5,XZ Plus Diesel Dual Tone,4,4,Not Purchased,2017-09-25,10,Divyesh Desai,4
Tata Nexon,,5,4,Not Mentioned,10,5,Not Mentioned,5,4,Not Mentioned,2017-09-21,10,Imtiaz,5
Tata Nexon,,5,5,Have driven for a few hundred kilometresFuel Economy:20 kpl,10,5,XZ Plus Diesel,4,4,New,2017-10-10,11,PraWE,5
Tata Nexon,,5,5,Not Mentioned,10,5,Not Mentioned,5,4,Not Mentioned,2017-09-24,10,Monty,5
Tata Nexon,,5,4,Not Mentioned,1,5,Not Mentioned,4,3,Not Mentioned,2017-11-14,1,Milind Rane,5
Tata Nexon,,5,5,It's my mate since ages,1,5,XZ Plus Diesel,5,5,New,2018-11-13,1,Aditya Thorat,5
Tata Nexon,,5,3,Not Mentioned,1,5,Not Mentioned,4,5,Not Mentioned,2018-04-17,1,Kumar Shray,5
Tata Nexon,,5,3,Have driven for a few hundred kilometres,1,3,XE,4,4,New,2018-11-15,1,Amit Rawat,5
Tata Nexon,,5,5,Have driven a few thousands kilometres,1,5,XZ Plus Dual Tone,5,5,New,2018-03-04,1,Arvind Dureja,5
Tata Nexon,,5,5,Not Mentioned,1,5,Not Mentioned,4,4,Not Mentioned,2017-09-22,1,Arpan Bajpai,5
Tata Nexon,,5,5,Have driven a few thousands kilometresFuel Economy:20 kpl,1,5,XZ Plus Diesel,5,5,New,2017-12-19,1,DR. RAJESH,5
Tata Nexon,,4,3,Not Mentioned,1,4,Not Mentioned,5,4,Not Mentioned,2017-10-24,1,velayutham karthikeyan,4
Tata Nexon,,5,5,Have driven a few thousands kilometres,1,5,XM Diesel,5,5,New,2018-07-10,1,vijay Bandgar,5
Tata Nexon,,5,5,Not Mentioned,1,5,Not Mentioned,5,5,Not Mentioned,2017-11-08,1,Renu Suyal,5
Tata Nexon,,5,5,Not Mentioned,1,5,Not Mentioned,5,5,Not Mentioned,2018-05-25,1,Sushant,5
Tata Nexon,,5,5,Not Mentioned,1,5,Not Mentioned,5,5,Not Mentioned,2017-11-08,1,Renu Suyal,5
Tata Nexon,,5,5,Have driven a few thousands kilometres,1,5,XMA Petrol,5,5,New,2018-11-13,1,Samat chavda ,5
Tata Nexon,,5,4,Not Mentioned,1,5,Not Mentioned,4,5,Not Mentioned,2018-08-05,1,Ashish oli,5
Tata Nexon,,4,4,Not Mentioned,1,5,Not Mentioned,5,5,Not Mentioned,2017-10-19,1,Babu,5
Tata Nexon,,5,5,Have driven a few thousands kilometresFuel Economy:24 kpl,1,5,XZ Plus Diesel,5,5,New,2018-02-26,1,Vikrant,5
Tata Nexon,,5,5,Have driven a few thousands kilometresFuel Economy:25 kpl,1,5,XZ Plus Diesel,4,4,New,2018-06-05,2,Unnikrishnan,5
Tata Nexon,,5,5,Not Mentioned,1,5,Not Mentioned,5,5,Not Mentioned,2018-04-11,1,Vikram Patil,5
Tata Nexon,,5,5,Not Mentioned,1,4,Not Mentioned,5,4,Not Mentioned,2018-01-20,1,PRASHANT VADAVALE,5
Tata Nexon,,5,5,Not Mentioned,1,5,Not Mentioned,5,5,Not Mentioned,2017-10-23,1,Dr. Sargam,5
Tata Nexon,,2,4,Not Mentioned,1,4,Not Mentioned,3,3,Not Mentioned,2017-10-10,6,Prateek Tyagi,3
Tata Nexon,,5,5,Not Mentioned,1,5,Not Mentioned,5,5,Not Mentioned,2017-12-22,1,Pravin,5
Tata Nexon,,4,4,Not Mentioned,1,5,Not Mentioned,5,5,Not Mentioned,2018-07-13,1,Jino,5
Tata Nexon,,5,5,Not Mentioned,1,5,Not Mentioned,5,5,Not Mentioned,2017-11-08,1,Srikanth,5
Tata Nexon,,5,4,Not Mentioned,1,5,Not Mentioned,5,5,Not Mentioned,2017-10-12,1,Nikhil,5
Tata Nexon,,5,5,Have driven a few thousands kilometres,0,5,XT Diesel,5,5,New,2019-01-29,0,NIkunj pancholi ,5
Tata Nexon,,4,3,Have driven a few thousands kilometres,0,4,XMA Petrol,5,4,Used,2018-12-09,0,yatharth srivastava,5
Tata Nexon,,5,5,Have driven a few thousands kilometresFuel Economy:23 kpl,0,5,XZ Plus Diesel,5,5,New,2018-07-31,0,Jaykumar Bhardwaj.,5
Tata Nexon,,5,5,Have driven for a few hundred kilometres,0,5,XZ Diesel,5,5,New,2019-01-07,0,Kiran Kadam,5
Tata Nexon,,2,1,Have driven for a few hundred kilometres,0,2,XMA Petrol,2,1,New,2018-11-10,1,Raj kumar,1
Tata Nexon,,5,5,Have done a short test-drive onceFuel Economy:22 kpl,0,5,XZ Plus Diesel,5,5,Not Purchased,2017-10-14,0,Shreyan Hore,5
Tata Nexon,,5,5,Have done a short test-drive once,0,5,XM Diesel,5,5,New,2018-02-24,0,Sln,5
Tata Nexon,,5,5,Have driven a few thousands kilometres,0,5,XZA Plus Diesel Dual Tone,5,5,New,2019-01-25,0,Achyut ,5
Tata Nexon,,5,5,Not Mentioned,0,5,Not Mentioned,5,5,Not Mentioned,2018-06-04,1,Rakesh yadav,5
Tata Nexon,,5,5,Have driven for a few hundred kilometres,0,5,XZ Plus,5,5,New,2019-02-10,0,Jayant,5
Tata Nexon,,4,4,Have driven for a few hundred kilometres,0,4,XZA Plus Petrol Dual Tone,4,4,New,2018-09-22,1,Manilal,4
Tata Nexon,,5,5,Not Mentioned,0,5,Not Mentioned,5,5,Not Mentioned,2017-10-03,1,Kaushal,5
Tata Nexon,,4,5,Have driven a few thousands kilometres,0,5,XZ Plus Diesel,5,5,New,2018-11-26,0,Nitish Sharma,5
Tata Nexon,,5,4,Have driven for a few hundred kilometres,0,5,XZ Plus Diesel,5,5,Not Purchased,2018-12-25,0,Amit Mohan Goel,5
Tata Nexon,,5,5,Have driven a few thousands kilometres,0,5,XZ Plus Diesel,5,5,New,2018-12-16,0,Himanshu rathee,5
Tata Nexon,,5,4,Have driven a few thousands kilometres,0,5,XZ Plus,5,5,New,2018-01-10,0,Anil K,5
Tata Nexon,,5,5,Not Mentioned,0,3,Not Mentioned,4,5,Not Mentioned,2018-04-10,0,Deepak Soni,4
Tata Nexon,,5,5,Have driven for a few hundred kilometres,0,5,XZ Plus,5,5,New,2019-02-10,0,Jayant,5
Tata Nexon,,5,5,Not Mentioned,0,5,Not Mentioned,5,5,Not Mentioned,2017-10-03,1,Kaushal,5
Tata Nexon,,4,3,Have driven for a few hundred kilometres,0,4,XMA Petrol,3,4,New,2019-01-08,0,Ajay Goyal,3
Tata Nexon,,5,4,Not Mentioned,0,5,Not Mentioned,5,5,Not Mentioned,2018-08-07,0,Renjan,5
Tata Nexon,,5,3,Not Mentioned,0,5,Not Mentioned,3,2,Not Mentioned,2018-02-27,0,Neeraj,3
Tata Nexon,,5,5,Have driven a few thousands kilometres,0,5,XM,5,5,New,2019-01-30,0,Dinesh singh,5
Tata Nexon,,4,4,Have done a short test-drive once,0,4,XZ Plus Diesel,5,5,Not Purchased,2018-11-10,0,Deepak digar,5
Tata Nexon,,4,5,Not Mentioned,0,5,Not Mentioned,5,5,Not Mentioned,2017-10-20,0,shaikh irfan,3
Tata Nexon,,5,5,Have done a short test-drive once,0,5,XT Diesel,5,5,New,2018-12-10,0,Nanda kumar,5
Tata Nexon,,4,4,Have driven a few thousands kilometres,0,5,KRAZ Diesel,5,5,New,2018-12-26,0,Afshan Ayaz,4
Tata Nexon,,5,5,Have driven a few thousands kilometres,0,5,XM Diesel,5,5,New,2018-11-29,0,rahul yadav,5
Tata Nexon,,4,5,Not Mentioned,0,5,Not Mentioned,5,5,Not Mentioned,2017-10-05,0,SHIV KUMAR ARORA,5
Tata Nexon,,5,5,Have done a short test-drive once,0,5,XE,5,5,Not Purchased,2019-01-14,0,Yogendra singh,5
Tata Nexon,,4,4,Have driven for a few hundred kilometres,0,3,XM Diesel,4,5,Not Purchased,2018-12-18,0,Kumar Uchit,5
Tata Nexon,,5,5,Have done a short test-drive once,0,5,XZ Diesel,5,5,Not Purchased,2019-01-25,0,kammela suribabu,5
Tata Nexon,,5,4,Have driven a few thousands kilometres,0,5,XZA Plus Diesel Dual Tone,4,5,New,2018-10-28,0,Jeevan Dsouza,4
Tata Nexon,,5,4,Not Mentioned,0,5,Not Mentioned,5,5,Not Mentioned,2017-11-15,0,Praduman jain,5
Tata Nexon,,4,4,Have driven for a few hundred kilometres,0,5,XZ Plus Diesel,4,5,Not Purchased,2018-09-27,0,Deekshith V,5
Tata Nexon,,3,3,Have driven a few thousands kilometres,0,4,XZ Plus Diesel Dual Tone,2,2,New,2019-02-11,0,SAURAV GOSWAMI,2
Tata Nexon,,5,5,Have driven a few thousands kilometres,0,5,XM Diesel,5,5,New,2018-11-29,0,rahul yadav,5
Tata Nexon,,4,3,Have driven a few thousands kilometres,0,3,XT,3,3,New,2018-12-20,0,Basharat Dar,3
Tata Nexon,,5,4,Have driven for a few hundred kilometres,0,5,XT Diesel,4,5,Not Purchased,2019-01-19,0,Suyog bagle,5
Tata Nexon,,5,3,Have driven a few thousands kilometres,0,3,XMA Petrol,3,4,Not Purchased,2019-01-09,0,Mohit Thakur,4
Tata Nexon,,5,5,Not Mentioned,0,5,Not Mentioned,5,5,Not Mentioned,2018-04-29,0,Mani,5
Tata Nexon,,5,2,Have driven a few thousands kilometres,0,5,XMA Petrol,5,5,New,2019-01-30,0,Saptarshi Talukdar,5
Tata Nexon,,5,5,Have driven a few thousands kilometres,0,5,KRAZ Diesel,5,5,New,2018-10-16,0,Chandrashekar,5
Tata Nexon,,5,5,Not Mentioned,0,5,Not Mentioned,5,5,Not Mentioned,2017-10-23,0,Harsha,5
Tata Nexon,,4,4,Have driven for a few hundred kilometres,0,4,XM Diesel,5,4,Used,2019-02-17,0,Akanksha meena,5
Tata Nexon,,5,5,Have driven for a few hundred kilometres,0,5,XMA Diesel,5,5,New,2018-11-11,0,Lalitendu Samantaray,5
Tata Nexon,,4,4,Have driven for a few hundred kilometres,0,4,XM Diesel,5,4,Used,2019-02-17,0,Akanksha meena,5
Tata Nexon,,5,4,Have driven for a few hundred kilometres,0,5,XZA Plus Petrol,5,5,New,2018-11-15,0,Tanmaya Sahu,5
Tata Nexon,,3,3,Have driven a few thousands kilometres,0,4,XM Diesel,4,5,New,2019-01-26,0,Shariq khan,5
Tata Nexon,,4,4,Have driven a few thousands kilometresFuel Economy:24 kpl,0,4,XZ Plus Diesel,3,1,New,2018-06-19,0,Jeyaram Jeyaraj,3
Tata Nexon,,5,4,Have done a short test-drive once,0,4,XT Diesel,4,5,Not Purchased,2019-02-14,0,Sachin mali,4
Tata Nexon,,4,4,Have driven a few thousands kilometres,0,5,XZ Plus Diesel,4,4,New,2018-10-04,1,Dipesh,5
Tata Nexon,,3,5,Have driven a few thousands kilometres,0,4,XM Diesel,4,4,New,2018-12-02,0,Jeev,4
Tata Nexon,,5,4,Have done a short test-drive once,0,5,XZ,5,5,Not Purchased,2018-12-29,0,Neeraj Vashisht,5
Tata Nexon,,5,4,Not Mentioned,0,5,Not Mentioned,5,4,Not Mentioned,2017-11-25,0,Amutha Jayakrishna,4
Tata Nexon,,5,4,Have driven a few thousands kilometres,0,5,XZ Plus Diesel,5,5,New,2018-12-18,0,Prabhjot Singh,5
Tata Nexon,,5,4,Have driven a few thousands kilometres,0,5,XM,4,5,New,2018-01-24,0,Saurav Chaudhary,5
Tata Nexon,,5,4,Have driven for a few hundred kilometres,0,5,XZA Plus Petrol Dual Tone,5,4,Not Purchased,2018-10-31,0,Ankush Katwal,4
Tata Nexon,,5,4,It's my mate since ages,0,4,XZ Plus Diesel Dual Tone,4,5,New,2019-01-17,0,Ramapratheek,5
Tata Nexon,,5,5,Have driven a few thousands kilometres,0,5,XZA Plus Diesel Dual Tone,5,4,Used,2019-01-30,0,brijesh ,5
Tata Nexon,,5,4,Not Mentioned,0,5,Not Mentioned,4,4,Not Mentioned,2018-08-25,0,Manish Kumar,5
Tata Nexon,,5,5,Have done a short test-drive once,0,5,XZA Plus Diesel Dual Tone,5,5,Not Purchased,2018-11-20,0,surendra babu,5
Tata Nexon,,5,5,Have driven for a few hundred kilometres,0,5,XM Diesel,5,5,New,2018-12-20,0,Jay maurya,5
Tata Nexon,,5,5,Not Mentioned,0,5,Not Mentioned,4,4,Not Mentioned,2017-10-23,1,Mandeep Nayyar,5
Tata Nexon,,4,4,Have driven a few thousands kilometres,0,5,XZ Plus,5,4,New,2018-12-11,0,Amit sanghvi,5
Tata Nexon,,5,5,Not Mentioned,0,5,Not Mentioned,5,5,Not Mentioned,2017-12-17,0,Shiva Prasad Raghubanshi,5
Tata Nexon,,5,4,Have driven for a few hundred kilometres,0,5,XM Diesel,4,3,Used,2019-02-18,0,Vikrant Inamdar,5
Tata Nexon,,5,5,Have driven a few thousands kilometres,0,5,XZA Plus Diesel Dual Tone,5,4,Used,2019-01-30,0,brijesh ,5
Tata Nexon,,5,5,Have driven a few thousands kilometres,0,5,XM Diesel,5,5,New,2018-10-17,0,Yagpal Singh,5
Tata Nexon,,5,5,Not Mentioned,0,5,Not Mentioned,4,4,Not Mentioned,2017-10-23,1,Mandeep Nayyar,5
Tata Nexon,,5,5,Not Mentioned,0,5,Not Mentioned,5,5,Not Mentioned,2017-12-17,0,Shiva Prasad Raghubanshi,5
Tata Nexon,,5,5,Have done a short test-drive once,0,5,XZA Plus Diesel Dual Tone,5,5,Not Purchased,2018-11-20,0,surendra babu,5
Tata Nexon,,5,2,Have driven a few thousands kilometres,0,5,XT,4,3,New,2018-12-18,0,Pavan Hp,4
Tata Nexon,,5,5,Have done a short test-drive once,0,5,KRAZ Plus Diesel,5,5,Not Purchased,2019-01-01,0,Sameer,5
Tata Nexon,,4,3,Have driven a few thousands kilometres,0,5,XM,4,4,New,2019-01-17,0,Manoj,4
Tata Nexon,,5,3,Not Mentioned,0,5,Not Mentioned,5,4,Not Mentioned,2018-06-25,0,Neeraj,5
